id,title,rating,date,body,sentiment,category,satisfied
565,Pas de contrôle qualité !,2,22-03-2024,"Pas de contrôle qualité !
C 'est bien dommage.... Il semblerait que les vendeurs utilisent Amazon pour vendre leur stock défectueux .
Ordinateur portable Asus neuf qui laissait apparaître une fenêtre d'erreur ancrée sur l'écran. Amazon accepte un échange mais le second encore pire se figeait !
Donc retour et achat à la Fnac !
J'achète un vélo d'appartement qui a un compteur hs. Je suis obligée de le retourner intégralement car le vendeur est aux abonnés absents pour me changer juste le compteur !
Je recommande le même.... Et celui-ci n'a même pas de contacteur pour le brancher sans oublier une pédale qui s'enlève toute seule !!!!!
Et les compléments alimentaires qui ont des dates de peremption effacées...
Pour moi Amazon c'est terminé et pourtant j'étais une cliente des débuts en premium....
Les vendeurs ont compris le filon pour se débarrasser de leurs produits défectueux ou périmés !!!!!",Negative,Electronics,0
566,achat fait sur amazon en doubles par…,1,10-10-2023,"achat fait sur amazon en doubles par erreur, articles renvoyé aussitôt reçu sans ouvrir la boite, après plus de 2 mois aucun remboursement on me fait attendre jai beau relancé rien ni fait, j'ai du emprunter de l'argent pour faire mes achat de noel, jai prévenu amazon que j'était dans les problèmes financier à cause de cela, mais je n'ai rien pu faire pour faire avancer mon remboursement. ",Negative,Customer Service,0
567,Site sécurisé c’est important ,5,15-03-2024,"Site, sécurisé, alors je commande tranquille ☺️
Toute fois, bien lire les avis des clients cela aide à choisir notre article 🧐. J’ai été déçu 3 fois en 15ans, et j’ai été remboursé alors, ma déception et pour moi…Les prix son là ! 😊
On trouve tout c’est formidable NON. 🤩",Negative,Customer Service,1
568,Je devais recevoir un colis avec une…,1,21-03-2024,"Je devais recevoir un colis avec une livraison garantie pour le lendemain, c’est à dire le jeudi 21, le livreur n’est jamais passé déposer ce colis dans ma boîte aux lettres en signalant qu’il n’avait pas pu livrer ?? Pour quelle raison puisque la boîte aux lettres est pourtant toujours à la même place que d’habitude et qu’elle fonctionne très bien pour les autres livreurs ? Je contacte donc le service client d’amazon pour me plaindre de la livraison en retard, mon interlocuteur me certifie avoir fait le nécessaire et me rappellera pour savoir si il est arrivé, la livraison garantie on s’en balance… j’attends toujours son appel. Le vendredi toujours rien, je recontacte un deuxième interlocuteur qui évidemment n’est pas au courant de mon problème, on se demande où passe nos réclamations, je ré explique une deuxième fois mon souci, et lui aussi m’affirme qu’il a remonté le problème et que cela va être réglé très rapidement et qu’il me rappellera pour savoir si le colis est arrivé, j’attends toujours aussi son appel. Samedi toujours rien, je recontacte une troisième fois le service client et je ré explique une 3eme fois à un troisième interlocuteur mon problème puisque lui aussi malgré mes deux appels précédents n’est encore et toujours pas au courant du problème. À quoi sert tous ces interlocuteurs puisqu’il n’y en a pas un capable d’exercer ce métier ! En gros mon colis est je ne sais où pour on ne sait quelle raison, je ne sais pas en quelle année je vais le recevoir puisque personne ne sait rien la dedans et sont incapables de régler un malheureux problème de livraison, je ne souhaite pas avoir un gros souci avec eux parce que là c’est L’hécatombe pour ces pseudos conseillers former à la sauvette et faut surtout pas s’attendre à un remboursement de leur part puisqu’il faut soit disant attendre de recevoir le colis pour être remboursé, on marche sur la tête. Donc en gros si je ne le reçois jamais je ne serai jamais remboursé. Amazon a un service client pitoyable avec des incapables qui ne savent rien faire à part te dire que ça va être réglé rapidement. Je vais donc résilier mon contrat chez ces vendeurs de tapis et aller acheter chez de vrais professionnels.",Negative,Customer Service,0
569,Livraison a l'arrache,2,23-03-2024,"Livraison a l'arrache! 
Rien a dire quand ca se passe bien

mais en revanche quand ils peuvent pas livrer soit disant ""manque d'information,  quand ils livrent
mais dans la mauvaise boite au lettre (mes voisins sont gentil mais la gentillesse va finir par disparaitre).

bah j'ai que deux yeux pour pleurer et me débrouiller a appeler leur service clients pour obtenir gain cause.
(ils sont gentils, ca c'est vrais! mais ils peuvent rien faire de plus que de me faire attendre 48h pour une réponse.)",Negative,Customer Service,0
570,Vêtements commandés en taille 12/15 ans…,1,23-03-2024,"Vêtements commandés en taille 12/15 ans mais reçus en taille XXL
Le retour est possible mais il faut le faire soi même au moyen d'une étiquette adresse, au fabriquant en Chine pour ce cas, re-envoi plus cher que le prix d'achat des vêtements.
Les conditions de remboursement dépendant du fabriquant chinois il est quasi sur qu'aucun remboursement ne sera fait
C'EST JUSTE UNE ESCROQUERIE QUI PERMET AU FABRIQUANT CHINOIS DE SE DEBARASSER DE SES INVENDUS PAR L'ENTREMISE COMPLICE D'AMAZON",Negative,Textile,0
571,AMAZON non respect de ses bons clients et des garanties,1,02-10-2023,"Bonjour, je reviens sur mon précédent avis qui était positif je suis aujourd'hui (le 23/03/2024), TRES mécontent de Amazon France !!
Je suis un client fidèle depuis de nombreuses années, j'en suis à plus de 500 commandes. J'ai commandé le 02/10/2023 deux clés USB Sandisc Extrème 256Go (50.39€ X2). 4 mois après une clé USB est HS sous garantie. Depuis, Amazon me ballade , cela fait 4 fois que je contacte Amazon qui me promet un remboursement dans le cadre de la garantie de A à Z, le vendeur basé en Angleterre en a rien à faire, il m'écrit que son compte avec Amazon est fermé... Amazon vient de me signaler que pour la demande de A à Z c'est 3 mois maximum et qui vont m'envoyer le lien du fabricant afin que je me débrouille avec ??? J'en ai plus qu'assez de raconter ma vie depuis 1mois 1/2 et il va falloir que je recommence auprès du fabricant qui en aura rien à faire de moi... C'est du Vol car c'est un Non-respect de la garantie, de la part d'Amazon qui ne respecte pas ses bons clients! cd N° 171-8864960-9215541 du 02/10/2024 50,39€ une seule clé. La plateforme d'Amazon m'a répondu que la réclamation de A à Z est dépassée car maxi 3 mois !! donc on se moque des garanties de 1 an, 2 ans (c'est pour faire bien! ça rassure les clients!) et comme c'est un vendeur tiers qui n'a plus de compte chez Amazon, !! MERCI Amazon, ils partent du principe que si c'est un vendeur tiers, Amazon n'est pas responsable ? faut pas exagérer car la majorité de leurs ventes sont faites par des vendeurs tiers... Je conseille à tous de vérifier lors d'un achat si le vendeur est Amazon sinon, c'est à vos risques et périls, sinon n'achetez pas!
-------------------------------------------------------------
Je voudrais ajouter un fait constaté, c'est qu'Amazon travaille bientôt exclusivement avec la Chine , avec tout ce qui peut en découdre de négatif pour ses clients (Délais très longs, qualité de fabrication assez mauvaise, nombreuses erreurs sur les tailles, et on & pas intérêt à avoir un problème avec un article chinois car c'est la galère la plus part de temps)...",Negative,Customer Service,0
572,DES ESCROCS !,1,22-03-2024,"J'ai passé une commande le 20 c'était sencé arrivé le 22, j'ai attendu toutes la journée ce que j'avais commandé pour au final attendre pas loin de 5-6 jour de plus ce sont des escrocs à évité de commander sur leur site de m€rd3",Negative,Customer Service,0
573,Franchement le livreur pas honnête ,1,21-03-2024,"Franchement le livreur pas honnête 
Il passe devant chez moi j'ai attendu tte l'après tout ce pour ne pas sonner et repartir 😒 quand je suis l'envoi il marque n'a pas pu être livré nouvelles tentative demain😡
Bah j'en veux plus c'est abusé pas prendre le temps de descendre de son camion boubourse",Negative,Shipping,0
574,Pour moi jusqu'à maintenant je n'ai…,4,21-03-2024,"Pour moi jusqu'à maintenant je n'ai jamais eu de problèmes ,clients depuis longtemps.
Quand la livraison est faite par la poste impeccable, a craindre quand c'est un transporteur extérieur quand on voit l intérieur du camion le stockage des colis dans tout les sens malgrés marquer fragile.",Negative,Customer Service,1
575,En dehors d'une seule et unique fois où…,4,21-03-2024,"En dehors d'une seule et unique fois où l'ordinateur commandé est arrivé cassé, je peux dire que toutes les autres commandes se sont bien passées. ",Negative,Electronics,1
576,Maintenant amazon se met à faire des…,1,21-03-2024,Maintenant amazon se met à faire des offre Vip avec soit disant expédition en 1 jour ouvré puis une fois l article commandé on vous annonce 2/3mois de délai encore une belle arnaque....,Negative,Shipping,0
577,"Service client déplorable ,",1,21-03-2024,"Service client déplorable ,
Client prime depuis des années tout vas mais quand un soucis subvient alors là c'est le parcours du combattant !
J'ai commandé un article depuis le 17/03 , pour le recevoir le 18/03...  fourchette horaire 8h 22h ( article remis sur signature) a 22h pas de colis bien-sûr ! j'appelle ont me dis c'est normal ce retard etc j'abrége... Au 21/03 ont me dis le colis est perdu et qu'il vont le colis rechercher ! Je demande un remboursement ont me dis non de patienter jusqu'au 29/03 la fin d'enquête !!  La blague enplus on me coupe sans cesse la parole et leur réponse est vous avez accepté les conditions générales en achetant chez nous .. donc y perdent mon colis valeur 1300€ !!! Je perds 4 jours à attendre en vain une livraison qui n'arrive pas, j'appelle pour un remboursement et la on me dis de patienter !!! Mais franchement et aucune empathie aucun dédommagement rien !!  Déplorable n'acheter jamais du matériel informatique qu'elle erreur ai-je faite FNAC Darty etc j'aurai eu mon colis merci au-revoir tout sa pour avoir le prime ... quelle erreur !!!! ",Negative,Customer Service,0
578,A Fuir Amazon Seconde Main,1,20-03-2024,"J'ai acheté un intercom moto sur Amazon Seconde Main pour la somme de € 258,21 classé « Etat : D'occasion - Bon - Éraflures / Saletés de taille moyenne. L'article sera dans son emballage d'origine ».

Bref, dans le colis il y avait :
-	Une SEULE unité, au lieu de deux. 
-	Pas dans sa boîte d’origine.
-	La boîte a été déchirée.
-	Aucun accessoire à l’exception d’un câble USB.

Heureusement que j'ai enregistré le déballage, sinon on pourrait croire à une tentative de fraude de la part du client. N'y a-t-il pas de contrôle avant l'expédition du produit ? La boîte était très légère, il était clair qu'il manquait quelque chose dedans. Le produit ne devrait même pas être vendu en l'état.

Pourquoi faire perdre de notre temps ? Sérieusement, ce n'est pas la première fois que cela arrive, révisez votre processus de contrôle, car il est pratiquement inexistant à ce jour. ",Negative,Shipping,0
579,AMAZON et son service clientèle,3,21-03-2024,"Après 3 mois de lenteurs, de contradictions et de communications erratiques d'un service clientèle connu dans le passé comme rapide et efficace, j'ai enfin
( grace à l'intervention du mediateur du e-commerce FEVAD saisi 2 mois plus tôt ) été remboursé d'un retour effectué fin novembre 2023.
Après semble-t-il une refonte malheureuse de son service clientèle , je me permets de suggèrer à AMAZON un retour au passé.",Negative,Customer Service,0
580,Satisfait ,4,20-03-2024,"Toujours livré a l’heure, jamais cassé et bon service client ",Negative,Customer Service,1
581,encore une fois déçu!!!!!!!,1,20-03-2024,"Bonjour,

Nous avons reçu le four,qui ne correspond pas tout à fait à notre commande.nous avions choisi ce modèle car il y avez une grill sur rail télèscospique ,inexistant dans la livraison.Je n'ai plu commandé chez amazon depuis des années,car j'ai eu un litige qui n'a jamais été résolu.Malheureusement je vois que ça continu,je considère ça comme de l'escroquerie!

il n'y aura pas de litige cette fois,mais une chose est certaine,c'est adieu amazon,et vous pouvez imaginer comment je vais communiquer sur vous!!!!

pendant toutes ces années j'ai acheté chez ALI express jamais eu de problème,prenez les comme modèle!",Negative,Customer Service,0
582,Service client absolument inutile et incapable,1,12-03-2024,"Vous avez beau être membre Prime, vous n’intéressez personne au service client lorsqu’il y a des problèmes.
Quand tout va bien sur Amazon.fr, c’est super.
Mais dès qu’il y a des problèmes, Amazon.fr est inondé d’incompétents qui ne savent pas vous écouter, qui répondent toujours à côté de la plaque ou qui préfèrent vous raccrocher au nez ou ne pas vous répondre. 
Dans tous les cas, ce service client est devenu totalement nul, incompétent et irrespectueux.
Même la direction de Amazon.fr ne prend jamais la peine de vous répondre lorsque vous leur écrivez un courrier postal, même en recommandé. 
Pour moi c’est décidé, je clos mon compte Amazon.fr et mon abonnement Prime. Autant aller ailleurs et se passer des livraisons Amazon.",Negative,Customer Service,0
583,Du jour au lendemain sans raison…,1,18-03-2024,"Du jour au lendemain sans raison valable je n'ai pas pu commander sur Amazon alors que tout fonctionnait pendant au moins 7 ou 8 ans.
Constatons avoir reçu un mail concernant une infraction a leur politique de fonctionnement...
Après avoir tenté de les contacter par mail plusieurs fois.....sans réponse de leur part....
Amazon mérite juste d'être boycotter, a fuir et a évité....
Il y en a d'autres meilleur....",Negative,Customer Service,0
584,j'ai passé une commande pour une tour…,1,01-03-2024,j'ai passé une commande pour une tour reçu en miette ma commande a été réexpédier la deuxième dans le même état et pas de remboursement !!,Negative,Customer Service,0
585,PARFAIT,5,19-03-2024,"Amazon.fr est sans aucun doute l'un des meilleurs sites de commerce en ligne que j'ai eu l'occasion de visiter. Avec sa large sélection de produits, sa facilité de navigation et son excellent service client, Amazon.fr mérite amplement ses cinq étoiles.

Dès que je me connecte sur le site, je suis impressionné par la variété des articles proposés, que ce soit des livres, des vêtements, des appareils électroniques ou même des produits pour la maison. Il y en a vraiment pour tous les goûts et tous les budgets. De plus, la fonction de recherche est très efficace, ce qui me permet de trouver rapidement ce que je cherche.

Une fois ma commande passée, je suis toujours agréablement surpris par la rapidité de la livraison. Mes colis arrivent toujours dans les délais annoncés et en parfait état. Et si jamais il y a le moindre souci, le service client d'Amazon.fr est toujours disponible pour m'aider. Leur réactivité et leur professionnalisme sont vraiment remarquables.

Enfin, je dois souligner la qualité de l'emballage des produits. Chaque article est soigneusement protégé, ce qui est très appréciable, surtout lorsqu'il s'agit d'objets fragiles.

En conclusion, je recommande vivement Amazon.fr à tous ceux qui cherchent à faire des achats en ligne en toute confiance. Ce site est une véritable référence dans le domaine et je suis toujours satisfait de mes expériences d'achat. Amazon.fr mérite amplement ses cinq étoiles.",Positive,Textile,1
586,Le service client était bon…,2,13-03-2024,"Le service client est généralement très bon, mais depuis plusieurs mois (environ 6 mois) la plate-forme de ecommerce passe par le transporteur colisprive.fr et là c'est la catastrophe : 6 colis commandés : 5 livrés par colis privé et 1 par la poste.
Je devais en recevoir 1 le lendemain de ma commande : 1 semaine après je ne suis toujour pas livré.
2 ont bien été livré. 
Au bout d'une semaine, je reçois le message comme quoi il n'ont pas pu livré : demande un complément d'adresse et suivant ma volonté le colis va être redirigé vers un relais colis.
Les colis ne sont toujours pas arrivés dans le relais colis.
Je n'ai jamais demandé une tel redirection.
Et pourquoi la livraison s'est bien passé pour 2 colis mais pas pour les autres.
Sinon celui livré par la poste est bien arrivé comme prévu dans ma boite au lettre.
Si vous cherchez a contacter colisprive.fr pour savoir ce qui se passe avec vos colis, on vous raconte n'importe quoi. J'ai eu le droit au problème de digicode, alors qu'il n'y en a pas, puis mon absence alors que j'étais la et que ma propriété est filmé ^^ puis au final pour se dedoiné, on vous dit que le colis était endommagé c'est pourquoi ils l'ont renvoyé à l'expéditeur.
Le livreur qui me dit qu'ils ont des problèmes informatique et que des chef de colis privé sont descendu pour gérer le problème que pratiquement tout les colis ont été redirigé vers des relais colis.
Quoi qu'il en soit : aucun dédommagement pour le désagrément, colis toujours non livré. Vais je devoir recommandé une 3ème fois la pièce pour espérer être livré.
Une chose de certaine je ne passerai pas par amzon pour cette 3ème commande si je ne suis pas livré d'ici la fin de la journée ",Negative,Customer Service,0
587,Colis perdu ,1,19-03-2024,"Colis perdu , non respect de l'acheminement du colis , suivi pas cohérent ",Negative,Shipping,0
588,Le colis était marqué comme livré et…,1,18-03-2024,"Le colis était marqué comme livré et remis en main propre mais pas de colis.
Nous avons mis 2 jours pour nous rendre compte qu'il avait été laissé à l'extérieur par terre, alors que nous étions présents et que personne n'a sonné. Heureusement il n'y a pas eu de personne mal intentionnée, n'importe qui aurait pu le subtiliser car il était à portée de main. Je suis d'autant plus fachée qu'à aucun moment je n'ai pu émettre une réclamation ou tout au moins un signalement auprès d'Amazon, aucune possibilité de laisser un signalement, je pensais arriver sur une page pour expliquer le problème lorsque j'ai indiqué ""médiocre"" sur le message reçu pour demander comment c'était passé la livraison, mais rien ... cherchez l'erreur aucune volonté de savoir, visiblement ils ne sont pas intéressés...",Negative,Customer Service,0
589,Amazon m'a envoyé le colis à un relai…,1,19-03-2024,"Amazon m'a envoyé le colis à un relai assez loin ( 3 km) de chez moi. Je n'ai pas choisi un relai, et si jamais je devais en faire il y'a en avait à 300 m de chez moi",Negative,Shipping,0
590,Avis mitigé ,3,01-03-2024,"Depuis le temps que je commande sur Amazon, je doit que ces dernières années sont plus compliqué en terme de commande. J'ai du souvent avoir lieu à des retour car les commande reçu n'étais pas conformes (souvent des produits ne correspondants pas à la commande) 

Le SAV à en revanche été souvent très réactif et conciliant donc je ne peux pas déclarer de mauvais retour su ce point. 

Un travail est réellement à faire sur les préparateurs de commande qui souvent ne se casse pas la tête à bien vérifier si c'est le bon produite qu'ils expédie. ",Negative,Customer Service,0
591,Niveau ZÉRO,1,12-03-2024,"Incapable d'assurer une livraison. Aucune information sur mon colis perdu ou végétant quelque part en France... De belles promesses virtuelles, rien d'autre !",Negative,Shipping,0
592,Victime d'une escroquerie l'on m'a débité un montant que je n'ai pas validé,1,09-03-2024,"Je met dans mon panier un paquet de 5 draps et au moment de payer je vois que le même vendeur à les mêmes draps mais moins cher, 
je supprime le premier paquet de mon panier et je met dans le panier le paquet le moins cher, avec d'autres articles, 
je paye car le prix était conforme avec le nombre d'articles commandés, 
et surprise je reçois les 2 paquets de draps, je regarde ce que AMAZON m'a débité (car Amazon garde les coordonnées de la CB sans le consentement des clients et impossible d'annuler la carte sur Amazon) et je m'aperçois que le 2ème paquet de draps NON COMMANDE m'a été débité sans mon consentement je suis victime d'une escroquerie, c'est draps ne sont même pas indiqué dans ma liste de commande du 09.03.2024
De plus j'ai demandé de reprendre les draps non commandés et de me rembourser pas de réponse depuis plus de  2 semaines.",Negative,Customer Service,0
593,Super satisfaite d Amazon et depuis très longtemps ,5,18-03-2024,Je commande depuis longtemps chez Amazon et je suis 100% satisfaite ! Quelle efficacité à tous les niveaux ! Il n y a rien  d équivalent en France et je recommande vivement !,Positive,Customer Service,1
594,De plus en plus de problèmes de…,1,14-03-2024,"De plus en plus de problèmes de livraison, ça devient récurent.",Negative,Customer Service,0
595,Tellement déçue par Amazon...,2,17-03-2024,"Tellement déçue par Amazon... Cliente pendant des années à cause de leur super service client toujours au top, habituée à une livraison gratuite dès 25€ d'achat, je n'accepte pas que les frais de port offerts soient montés à 35€ d'achat désormais ! Pour nous forcer à prendre le Prime ? 10€ d'augmentation ? Déçue déçue....",Negative,Customer Service,0
596,Un site qui vous demande…,1,17-03-2024,Un site qui vous demande systématiquement votre avis sur chaque achat mais qui vous interdit de le publier parce qu'il contient un avis négatif sur le vendeur...alors quel avis me demandez vous Mr Amazon? Publiez vous même vos propres avis puisque de toutes façons ils sont tronqués ,Negative,Marketplace,0
597,J'ai fait ce mois-ci une commande,1,27-02-2024,"J'ai fait ce mois-ci une commande. J'ai été informé qu'elle avait été préparée, puis expédiée. Commandée le jeudi, elle devait m'être livrée le lundi. Bien entendu, le montant de ma commande m'a été prélevé. Alors que la commande a été expédiée, je suis informé le lundi, que ma commande ne me serait pas livrée en raison d'un incident technique. On me dit d'attendre, puis confirmation que la commande ne me serait pas livrée. J'appelle Amazon.fr et là on m'annonce qu'en fait les produits n'étaient plus dispo. Ah bon? Mais comment expliquée qu'elle a été expédiée. Puis ensuite on me demande de bien retourner les articles. Cerise sur la gâteau , bien qu'ayant été remboursé, le montant de cette commande jamais livrée m'a été prélevé pendant 10 jours!! Et que dit Amazon? des excuses? mais non, pensez-vous! Amazon a-t-elle ré-expédiée la commande? Ah non, trop simple, c'est à moi de leur. Au final j'ai commandé les mêmes produits sur cdiscount. Toutes ces sociétés n'ont plus rien à faire de leurs clients.",Negative,Food,0
598,Très déçu récemment par la politique de…,3,16-03-2024,Très déçu récemment par la politique de remboursement qui est descendu à 30 jours au lieu de deux ans.,Negative,Customer Service,0
599,c’est tres fiable les commande arrive…,5,16-03-2024,c’est tres fiable les commande arrive toujours en bonne état ,Neutral,Customer Service,1
600,Depuis quelque temps Amazon France est…,1,14-03-2024,Depuis quelque temps Amazon France est devenue une catastrophe. Ils ne sont plus capable de livrer - appeller le service clients donne beaucoup des gentil mot et promis - et AUCUNE solution - malgre 3x appels et confirmation de livraison - AUCUNE livraison etait fait. ils m'ont fait ca 2 fois en serie - c'est une honte pour une entreprise !!! Il ne faut jamais plus acheter chez Amazon France - c'est l'imcompetence pure - on promis tous et on ne fait RIEN ! J'ai perdue beaucoup du temps avec eux sans resultat - a eviter et acheter ailleur - il y a d'autres choix dispo que j'ai commence a utiliser.,Negative,Customer Service,0
601,Tondeuse acheter en promotion à prix…,1,25-02-2024,"Tondeuse acheter en promotion à prix 169€, donc j’ai payé l’article et la livraison, 20 jours après pas de livraison, j’ai appelé le service client, m’ont dit désolé l’article était pas en stock mais dès qu’il est en stock on va vous envoyer ok, une semaine après rien encore réclamé auprès service clients donc la réponse oui l’article est en stock et on va vous l’envoyer dans les brefs délais, une semaine après rien service clients désolé le prix du produit est augmenté à 233€ , soit tu payes à 233€ soit annuler ta commande, 25 jours de fouta gr de gue ule , plus jamais chez Amazon et je vais désinstaller l’application complètement, il y a plein concurrents ",Negative,Customer Service,0
602,Nous avons commandé un bracelet pour…,1,14-03-2024,"Nous avons commandé un bracelet pour une IWatch. Le livreur du centre Amazon de Velizy a indiqué sur le site que la livraison a été effectuée en mains propres le Jeudi 14 Mars à 17:06. Rien de cela n’est vrai ! 
Conclusion : soit le chauffeur s’est trompé de destinataire, soit le chauffeur a gardé le colis pour lui…. Pourtant Noël c’est encore loin !!
C’est désolant de voir des chauffeurs pas sérieux pour ne pas les qualifier autrement..!",Negative,Shipping,0
603,Amazon.fr c’est super bien 👍 ,5,16-03-2024,"Amazon.fr c’est super bien 👍 . On paye si on garde l’article . Si on retourne un article :  le colis est en cours de retour , mais vous avez déjà été remboursé, c’est dingue 😜 l’anticipation. Et la Confiance retournée , aussi ! C’est incroyable, ce site est vraiment un partenaire de nos achats . Le prix Amazon. Les prix 🥇de référence  .  Le SAV est honnête avec ses clients. on a le réflexe, puisque c’est bien trop cher ailleurs, de comparer sur Amazon.fr , lorsque les sommes sont importantes, aussi !. On attend notre mini carte sdxc 2To, notre dernier achat à ce jour du 15mars , le prix est tout simplement abordable..,
Merci Amazon , top 👍 . ",Positive,Customer Service,1
604,Amazon fini pour moi ,2,15-03-2024,"Amazon fini pour moi ! depuis décembre 2023, trois colis non livrés, mais bien sûr ""dans la boite aux lettres"" de quelqu'un d'autre. Hier, j'ai téléphoné pour mon colis et je suis tombé sur un opérateur loin d'être correcte ! Amazon est devenu une catastrophe au niveau livraison .",Neutral,Shipping,0
605,Rarement des problèmes avec Amazon,4,15-03-2024,"Rarement des problèmes avec Amazon, la livraison laisse des fois a désiré mais leur systeme de support est tout bonnement le meilleur du marché, pas de chipotage",Negative,Customer Service,1
606,"Commande abri Duramax  vendu par Amazon, je déconseille.",1,14-02-2024,"J’ai reçu le 14 février 2024 (commande N°405-3205474-3865915), un abri 2 vélos de marque Duramax, expédié et vendu par Amazon. Lors du montage, le 15 février, arrivé en phase terminale du montage, après avoir enlevé le film de protection sur le panneau de porte (panneau ML15), j’ai remarqué la présence d’une rayure profonde, en façade de l’abri. J’ai donc demandé le remplacement de ce panneau de porte. À ce jour 15 mars 2024 malgré 2 relances faites au service client Amazon, Je n’ai aucune réponse de leur part. Je suis très déçu par le service client du géant Amazon et je déconseille fortement ce site.",Negative,Customer Service,0
607,La norme pour un service client d'excellence,5,01-03-2024,Un service client avec un niveau d'efficacité parfois supérieur à des maisons de luxe... Difficile d'imaginer une vie sans Amazon!,Negative,Customer Service,1
608,Vol Amazon,1,15-03-2024,"Fan de tout temps d'Amazon, je suis abonné au service depuis des années. Tous mes achats en ligne sont faits sur Amazon.
Il y a très peu de temps, l'abonnement est passé de 49.90 à 69.90 ce qui fait une belle augmentation de presque 50%. Je l'ai payée car cela faisait longtemps qu'il n'avait pas augmenté et les services associés sont très sympas notamment Prime Video.
Et puis le drame. Au 9 avril, la publicité est annoncée sur la plateforme vidéo. Si on ne veut pas de publicité, il faut payer : c'est à dire une augmentation supplémentaire après les 50% d'augmentation récemment ajoutés.
Je me désabonne donc et arrête définitivement mes achats sur Amazon. Vous avez perdu beaucoup d'argent sur ce coup car je consommais bien. J'espère que d'autres feront la même chose. Au final, ça nous fera beaucoup d'économies et un peu de lecture (sur un livre acheté dans une librairie et pas sur Amazon)",Neutral,Customer Service,0
609,Amazon fait son boulot et reste correct,5,01-03-2024,"Amazon fait de bons prix de manière générale, il y a souvent des promotions, les prix défient toute concurrence et même les grandes surfaces

Je commande majoritairement des produits high-tech chez Amazon

Les commandes sont prises assez rapidement, les livraisons sont même effectuées le week-end

La plupart des petit colis sont livrés avec LaPoste, les plus gros colis sont livrés avec GLS ou UPS

La livraison gratuite dès 35€ d'achat qui facilite clairement la vie, avec possibilité de retrait en point relais

J'ai eu aussi un problème avec un Watercooling qu'Amazon à repris sans poser de question

Et comme tout les autres e-commerçant il y a la marketplace qui mets en relation Client --> Amazon --> Petite entreprise

Pour les colis en dehors de la France, ce dernier est susceptible d'être ouvert par la douane, ce qui m'est arrivé mais rien à signaler

à chaque fois au moment de procéder au paiement,ils forcent un peu avec amazon prime mais un clique et c'est bon

Amazon nous informe également par mail que l'entreprise en question de la marketplace à expédié un colis, c'est plutôt sympa ma foi

5 étoiles qui sont bien méritées",Neutral,Customer Service,1
610,L'argent bloqué pendant 9 mois - contrefaçon reçue,1,15-03-2024,"J'ai acheté des chaussures GEOX Spherica sur amazon - j'ai reçu une contrefaçon.

Autre commande : faite le 11 décembre 2023, toujours pas reçue, après quelques mois d'attente email reçu indiquant que la livraison est estimée au 23 août 2024. Impossible d'annuler la commande. Argent bloqué pendant 9 mois sans me prevenir à l'avance???

Amazon ne fait que me motiver à ne plus jamais utiliser ses services. Le pire vendeur que je connais.",Negative,Customer Service,0
611,Comment ne pas mettre la note maximale…,5,15-03-2024,Comment ne pas mettre la note maximale au meilleur service client au monde. Les retours se font gratuitement sans aucune décote. Moi j'adore Amazon.,Negative,Customer Service,1
612,Commande passée le 5/03/24....on m…,1,07-03-2024,"Commande passée le 5/03/24....on m annonce que je serai livré le 7/03. Je laisse les instructions car je serai au travail pendant la livraison. Jeudi après midi je reçois un SMS pour me demander comment s est déroulé la livraison.....
Je rentre chez moi et.....Rien pas de colis. Personne ne sait où est passé mon colis et une semaine après c est encore moi qui doit appeler pour savoir où on en est....
Je ne commanderai plus rien....
Le pire dans tt ça c est que je suis livreur et que j en livre tous les jours des colis amazon 😭😭",Negative,Customer Service,0
613,contrefaçon et autres,1,14-03-2024,"Bonjour, 
Je ne vous recommande pas Amazon en ce qui concernant les ouvrages ésotérismes et les ingrédients. Pour les ouvrages ésotérismes, c'est de la grosse arnaque, n'importe qui peut écrire un livre et le vendre sur Amazon. Il n'y a aucune vérification. Donc, une personne peut écrire un ouvrage sur le sujet et raconter n'importe quoi. Pire : Certains ouvrages contiennent des rituels pour donner la mort aux autres. J'ai dénoncé l'ouvrage en question, et Amazon a refusé de le retirer de la vente. A combien même on n'y croit pas, ce n'est pas une raison d'inciter les gens à commettre un meurtre ! Pour les ingrédients ésotériques, il y a de la contrefaçon et Amazon le sait très bien. Cela est une infraction pénale. Les pierres et cristaux qu'il vend sont de la contrefaçon, et ce n'est même pas indiqué que les description de produire. Les bracelets avec des pierres sont en contrefaçon et en plus, ils ne tiennent pas 4 moins car c'est avec des élastiques pour enfants. A fuir absolument ! ",Negative,Customer Service,0
614,Service client Amazon est une honte. ,1,14-03-2024,"Service client déplorable ! J’attends mon colis, soit disant expédié, néanmoins sur le site DPD l’expéditeur ( Amazon UK ) ne lui a pas encore remis. Le service client Amazon m’envoie un traceur de colis relié à la poste. ! Alors que c’est DPD qui doit livrer ! Amazon ne répond plus à mes messages. Je paye un abonnement Prime et la livraison est en prioritaire à l’international ! 
Méfiez vous. Le service n’est plus ce qu’il était. ! ",Negative,Customer Service,0
615,J'ai profitez longtemps de leur…,5,06-03-2024,"J'ai profitez longtemps de leur abonnement étudiant, amazon prime et livraison rapide, super satisfait de leur service. Le site est super bien fait. J'ai eu très peu de pb en 5ans. 

Je vais continuer l'abonnement même si maintenant je ne suis plus étudiant et que c'est un peu plus chère ",Positive,Customer Service,1
